transcript,label
"['여보세요', '안녕하세요', '고객님 김종현 대리입니다', '아네 대리님', '고객님 연락이 너무 안되셔가지고 지금', '아 네 제가 너무 바빠서요', '아 지금은 좀 연락이 이제 가능하신 건가요?', '아네네 대리님 그 남의 돈 드시니까 좋으세요?', '네 무슨말씀이시죠?', '아..제가 보니까 제게 상환이 다 안되있더라구요', '상환이 안되셨다구요?', '네네', '어디가 상환이 안되셨다는 거죠?', '아 제거 KB국민은행에 상환이 다 안되있던데요?', '고객센터에서 알아보신 건가요?', '네', '어디에 상환하신거...', '수요일에 상환하신..아닌데 잠시만요 목요일날 상환하신거 말씀하신거죠?', '네', '그게 지금 고객센터로 넘어가는게 좀 서류가 늦게 들어가서 확인이 안되실수도 있으세요', '어떻게 기록삭제가 바로되는데 확인이 안돼요?', '그쪽에서 기록삭제 하고 납부하셨잖아요', '네', '납부가 완료 되셨잖아요', '그럼 그쪽 전산망으로 이제 고객센터한테 보내야 돼요', '서류를', '그부분이 목요일날 이 수요일이 빨간날이였잖아요', '네', '그래가지고 그게 아마 밀리셔가지고 오늘까지 안되시면 아마 월요일까지 고객센터 확인이 가능하신 부분이세요', '음....', '그렇구나...', '대리님', '네', '사기치지 마시고요', '다른사람한테 피해주지 마시구요', '그러다 벌받아요', '무슨소리하시는거죠?', '지금 그 계좌 제가 신고 해놨거든요?', '네', '계좌에 돈을 다 빼가셨더라고요', '바로?']",1
"['네 여보세요?', '여보세요', '네 ㅇㅇ 맞으신가요?', '네네', '네 안녕하세요', '여기 스포츠 토토 싸이트인데요', '네', '다름이 아니구요', '사장님께서 혹시 안쓰시는 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다', '아 저는 토토 안하는데 어떻게 제 번호 알게 되셨죠?', '아 뭐 혹시 온라인에서 가입하신적은 없으세요?', '네 가입한적 없는데요', '아...', '돈은 만약에 하면 어떻게 받는거에요?', '저희는 그 손님들 게임머니 펀드용으로 사용하는겁니다', '아 제가 400에서 600그거', '아 그러니까 사장님께서 그 안쓰시는 통장 있으시면 400에서 450까지 선지급 해드리고 고객님께서 해주실수만 있으시면...', '혹시 무슨 사이트인지 알수 있을까요?', '스포츠 토토 사이트요', '아 그러면 생각해보고 나중에 연락 드릴게요', '네 알겠습니다', '네']",1
"['네', '네 여보세요', '뭐 어디세요?', '아 네 안녕하세요', '저희 그 하나캐피탈에서 연락을 드렸습니다', '아 그래요?', '네네네 고객님께서 이제 중개업체쪽에서 필요 자금 부분 신청하신 건 때문에 연락을 드린거구요', '지금 현재 이용중이신 고금리건 채무 러시앤캐시 산와머니 이런 고금리건 채무 이용하시는 부분들 10%이하대 전환대안대출로 좀 연락을 드렸습니다', '아 그래요?', '네네 지금 보시면 이제 신용 등급 부분하고는 관계없이 저희쪽에서 연 이자 10%이하대에 저금리 대안상품으로 바꿔드림론 이런 상품으로 정부지원상품으로 지원차 연락을 좀 드린거고 현재 이용중이신 고금리건 어디어디 이용중이시죠?', '많이 있죠', '네네 어디어디 이용중이십니까?', '너무 많아가지고', '네 대부업건 어디어디 이용중이세요?', '얼만지 제가 한번 보고 전화를 한번 드릴게요', '아 네 알겠습니다', '그 바로 연락 한번 좀 부탁드릴게요', '알겠습니다']",1
"['여보세요', '네 (삐-) (삐-) 님', '예 예', '어저께 통화했던 최영환입니다', '아 예 예', '어떻게 가진행 결과 안내차 오늘 아침에 전화 드린다고 제가 얘기를 했었는데 어떻게 통화는 괜찮으세요?', '아 네', '일단 최대한도는 고객님 신청하신 최대 한도는 3천만원까지 가능하시고요', '네', '금리는 연 금리 5.5%에 상환 기간 60개월입니다.', '5년이고요', '네', '매 월 상환하시는 금액은 60개월 기준 원금 이자 포함되신 금액으로 573035원 확인되시는데 괜찮으세요?', '아 일단 예 .', '이자는 몇 %에요?', '이자 5.5%입니다.', '금리가', '아 예 예 예.', '말씀하세요', '괜찮으세요?', '말씀하세요', '아니 괜찮으시냐고요?', '아 예 예', '그럼 간단하게 상품 설명부터 드릴게요.', '현재 진행하시는 대출 상품은 신용 대출은 아니고, 소득 담보 대출이라 그래서 연체를 하실 경우나 고의적인 상환 회피가 있으실 경우, 향후 고객님 발생하시는 미래에셋 쪽 부분에 대한 채권 추심에 대한 권한을 부여 받고 진행이 되시면 대출 상품입니다.', '괜찮으신가요?', '예 예', '이 효력을 보유하는 과정으로는 직접 고객님께서 법무법인이나 변호사 공중 사무실을 지정해 주셔서 저희 은행 직원 파견 나가시는 분을 만나 뵙고 3자대면을 통해서 대출 약정서와 공증서를 작성하게 되구요.', '뭐 이게 좀 어려우실 경우에는 저희 은행 쪽으로 위임 처리하시는 방법도 있으시니까.', '어떻게 뭐 어떤 방법으로 진행을 도와드릴까요?', '나오는 건 언제 나오죠?', '만약에 지역이 지금 어디죠?', '울산요', '지방 같은 경우는 시간이 좀 걸려요.', '한 일주일 정도', '아 그래요', '위임 처리하시면 당일로도 가능하시고', '위임을 하면 어떻게 되요?', '위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 녹취를 통해서 대출 계약서랑 공증 서류를 작성하고요.', '우편으로 등기 발송 처리해드리고요', '음 입금 바로 되고요?', '그렇죠.', '당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요', '얼마정도요?', '20만원이요', '아 그 뭐지', '그.', '이게 고정금리인가요?', '5.5% 고정 금리죠.', '아 고정금리고, 중도 상환 수수료는요?', '중도 상환 수수료는 최소 3개월 동안만 연체 없으시면, 중도 상환 수수료 안 받습니다.', '없습니다.', '아 그럼 그때 한 번 방문을 해주실래요?', '그러면은 이제 고객님께서 직접 법무 법인이랑 변호사 공증 사무실 지정하고 저희 은행 직원이 파견 나가는 걸로 해드릴까요?', '아 그거까지 해야되요?', '방문을 해달라고 하신 거 아니에요', '지금?', '아니 뭐 찾아와서 작성하고 그런 거 아니에요?', '아니에요.', '유선상으로 대출할 때는 찾아가는 거는 최하위 우선 순위 실행입니다', '음 그래요?', '예', '아 그러면은... 은행은 어디에요?', '햇살론 저축 은행입니다', '어디요?', '햇살론 저축 은행이요', '아 그러면 29일 이랬죠?', '예', '매 월 상환이 그렇죠?', '원금', '예', '그럼 뭐 바로 해야겠네.', '가가지고 시간 또 걸리고 그렇죠?', '그거는 뭐 고객님께서 결정을 해주셔야죠.', '저희가 이렇게 해라, 저렇게 해라 할 수 없습니까', '예 그럼 바로 해주세요', '바로', '위임 처리로 진행을 도와드릴까요?', '예', '위임 처리 비용 발생되시는 금액 같은 경우에는 실제 청구되시는 수수료는 아니시기 때문에, 정상 승인이나 부결 결과 받아 보시면 100% 환급처리 해드립니다.', '다만 단순 변심 의사 취소하시면 환급이 안 됩니다', '예 예', '네 네 그럼 일단 서류 접수부터 한번 진행을 해볼게요.', '사업자 등록증이 있으시죠?', '예 예', '그리고 신분증 앞 면 2가지 사진 찍어서 카톡으로 좀 보내 주시구요.', '카카오톡으로 제가 지금 메세지를 먼저 하나 보내드릴게요.', '(삐-) 고객님.', '여깄네요.', '지금 메세지 하나 보내드렸거든요?', '예', '카톡 왔나요?', '예 왔네요', '아 이쪽으로 고객님 사진 찍어서 보내주시면 되세요', '아 예', '뭐 다른 궁금하신 건 없으시고?', '아 보자 일단 사업자 등록증하고, 주민등록증.', '다른거 필요한 건 없나요?', '뭐 추가적인 접수는 없으세요', '아 뭐 통장 번호는 안 필요한가', '그거는 이제 등록하고 뭐 여쭤봐야죠?', '지금 다짜고짜 여쭤보면 어떡합니까?', '고객님 신분증도 접수도 안 해줬는데 그냥 계좌 번호만 여쭤보면 뭐합니까?', '예', '절차가 있는 거니까', '아 일단은 그래서 알겠습니다', '네 알겠습니다.', '제가 점심 시간 이후 때 쯤 다시 한번 전화 드리겠습니다', '아 바로 안되고요?', '서류 접수가 언제 가능하신데요?', '사진 찍어서 보내주면 안되요?', '바로 찍어서 보내주셔도 되는데 지금 바로 가능하세요?', '예', '예 그럼 지금 찍어서 보내주세요', '아 아 예', '사업등록증하고 주민등록증 다 찍으면 되요?', '네?', '같이 찍어도 되요?', '올려놓고?', '같이 찍어도 되냐고요?', '올려놓고?', '예', '아 예 예.', '그거 상관 없으시죠.', '여보세요', '예 예 보냅니다', '전화 좀 끊을까요?', '제가?', '아니요 아니요.', '보낼 수 있어요.', '예', '보냈거든요', '아 예.', '아 왔네요.', '지금 왔네요.', '통화 중에', '아 예', '아 잠깐만요.', '그러면은 지금 바로 그냥 진행을 도와드려 볼게요.', '울산 지금 실제 거주하시는 지역이 울산이세요?', '예', '심사자료 정리를 바로 진행 진행 도와드리겠습니다.', '실제 거주하시는 지역은 울산 남구, 사용하시는 휴대 전화 번호 통신사는 어떻게 되세요?', 'SKT요', '본인 명의세요?', '예', '심사 올라가시는 금액은 3천만 원 다 올라가시구요.', '금리는 5.5% 고정 금리에 상환 기간은 60개월 5년이고요.', '상환하시는 금액은 57만 3035원입니다.', '맞죠?', '예', '내가 상환하시면, 일단은 좀 바쁘세요?', '집중을 안 하시는 것 같아요', '아니요', '말씀하세요.', '예 말씀 드리는 거 말씀 드리는데 집중을 안 하시는 거 같다고요', '아 예', '집중하실 거예요?', '아 예 예.', '말씀하세요.', '다 들립니다', '예 예 매월 상환하시는 날짜는 일단은 며칠로 해드릴까요?', '그 보자 25일요.', '예 차후에 변동 안 되세요', '예', '대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 계좌 한번 부탁 드릴게요', '농협이요?', '네', '예.', '잠깐만 갑자기 생각이 안 나네.', '(삐-)', '(삐-)요?', '예', '고객님 본인명의세요?', '예 예', '수납 담당자님 계좌 번호는 바로 카카오톡으로 보내드릴거구요.', '수납 가능하신 시간은 얼마나 걸리세요?', '수납요?', '예 위임 처리 비용 수납 처리해주신다고 하셨잖아요', '아 제가 먼저 돈을 드려야 되는거에요?', '심사를 보죠.', '예 예 예.', '다 제외하고 들어오던데?', '아 그렇게는 안되구요.', '그러면은 저희가 이제 따로 수납 처리 안 받고 공증을 직접 하시는 걸로 처리를 할 테니깐요.', '사무실 좀 알아보시고 연락을 주세요', '아 돈을 그렇게 먼저 넣는거 처음인데 대출 받아면서', '원래는 먼저 넣는 거 아니에요.', '근데 위임처리하실 경우에만 먼저 받는 거예요', '아 아.', '왜냐면 솔직히 이게 보이스피싱 같기도 하고, 20만원 큰 돈도 아니겠지만, 느낌이 이상하네요', '좀.', '제가 지금까지 대출을 받은거 다 아시겠지만, 받으면은 제외하거나 빼서 들어오지.', '20만원 먼저 넣어라', '이건 아닌거 같은데요?', '그래서 말씀 드리잖아요.', '20만원 넣지 않으셔도 되고요.', '변호사 선임해주시고 연락을 주시면은 저희 직원이 파견나간다고요', '변호사까지 선임하는 대출을 누가 합니까', '그럼?', '됐습니다', '그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요?', '아휴 그럼 어떻게 해요.', '제가 입금 바로 쓸 수가 있는거지.', '느낌이 완전 보이스 피싱', '이상한게 아니라 지금 자격 요건이 안 되시잖아요', '돈을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.']",1
"['여보세요', '안녕하세요', '고객님 김종현 대리입니다', '아네 대리님', '고객님 연락이 너무 안되셔가지고 지금', '아 네 제가 너무 바빠서요', '아 지금은 좀 연락이 이제 가능하신 건가요?', '아네네 대리님 그 남의 돈 드시니까 좋으세요?', '네 무슨말씀이시죠?', '아..제가 보니까 제게 상환이 다 안되있더라구요', '상환이 안되셨다구요?', '네네', '어디가 상환이 안되셨다는 거죠?', '아 제거 KB국민은행에 상환이 다 안되있던데요?', '고객센터에서 알아보신 건가요?', '네', '어디에 상환하신거...', '수요일에 상환하신..아닌데 잠시만요 목요일날 상환하신거 말씀하신거죠?', '네', '그게 지금 고객센터로 넘어가는게 좀 서류가 늦게 들어가서 확인이 안되실수도 있으세요', '어떻게 기록삭제가 바로되는데 확인이 안돼요?', '그쪽에서 기록삭제 하고 납부하셨잖아요', '네', '납부가 완료 되셨잖아요', '그럼 그쪽 전산망으로 이제 고객센터한테 보내야 돼요', '서류를', '그부분이 목요일날 이 수요일이 빨간날이였잖아요', '네', '그래가지고 그게 아마 밀리셔가지고 오늘까지 안되시면 아마 월요일까지 고객센터 확인이 가능하신 부분이세요', '음....', '그렇구나...', '대리님', '네', '사기치지 마시고요', '다른사람한테 피해주지 마시구요', '그러다 벌받아요', '무슨소리하시는거죠?', '지금 그 계좌 제가 신고 해놨거든요?', '네', '계좌에 돈을 다 빼가셨더라고요', '바로?']",1
"['네 여보세요?', '여보세요', '네 ㅇㅇ 맞으신가요?', '네네', '네 안녕하세요', '여기 스포츠 토토 싸이트인데요', '네', '다름이 아니구요', '사장님께서 혹시 안쓰시는 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다', '아 저는 토토 안하는데 어떻게 제 번호 알게 되셨죠?', '아 뭐 혹시 온라인에서 가입하신적은 없으세요?', '네 가입한적 없는데요', '아...', '돈은 만약에 하면 어떻게 받는거에요?', '저희는 그 손님들 게임머니 펀드용으로 사용하는겁니다', '아 제가 400에서 600그거', '아 그러니까 사장님께서 그 안쓰시는 통장 있으시면 400에서 450까지 선지급 해드리고 고객님께서 해주실수만 있으시면...', '혹시 무슨 사이트인지 알수 있을까요?', '스포츠 토토 사이트요', '아 그러면 생각해보고 나중에 연락 드릴게요', '네 알겠습니다', '네']",1
"['네', '네 여보세요', '뭐 어디세요?', '아 네 안녕하세요', '저희 그 하나캐피탈에서 연락을 드렸습니다', '아 그래요?', '네네네 고객님께서 이제 중개업체쪽에서 필요 자금 부분 신청하신 건 때문에 연락을 드린거구요', '지금 현재 이용중이신 고금리건 채무 러시앤캐시 산와머니 이런 고금리건 채무 이용하시는 부분들 10%이하대 전환대안대출로 좀 연락을 드렸습니다', '아 그래요?', '네네 지금 보시면 이제 신용 등급 부분하고는 관계없이 저희쪽에서 연 이자 10%이하대에 저금리 대안상품으로 바꿔드림론 이런 상품으로 정부지원상품으로 지원차 연락을 좀 드린거고 현재 이용중이신 고금리건 어디어디 이용중이시죠?', '많이 있죠', '네네 어디어디 이용중이십니까?', '너무 많아가지고', '네 대부업건 어디어디 이용중이세요?', '얼만지 제가 한번 보고 전화를 한번 드릴게요', '아 네 알겠습니다', '그 바로 연락 한번 좀 부탁드릴게요', '알겠습니다']",1
"['여보세요', '네 (삐-) (삐-) 님', '예 예', '어저께 통화했던 최영환입니다', '아 예 예', '어떻게 가진행 결과 안내차 오늘 아침에 전화 드린다고 제가 얘기를 했었는데 어떻게 통화는 괜찮으세요?', '아 네', '일단 최대한도는 고객님 신청하신 최대 한도는 3천만원까지 가능하시고요', '네', '금리는 연 금리 5.5%에 상환 기간 60개월입니다.', '5년이고요', '네', '매 월 상환하시는 금액은 60개월 기준 원금 이자 포함되신 금액으로 573035원 확인되시는데 괜찮으세요?', '아 일단 예 .', '이자는 몇 %에요?', '이자 5.5%입니다.', '금리가', '아 예 예 예.', '말씀하세요', '괜찮으세요?', '말씀하세요', '아니 괜찮으시냐고요?', '아 예 예', '그럼 간단하게 상품 설명부터 드릴게요.', '현재 진행하시는 대출 상품은 신용 대출은 아니고, 소득 담보 대출이라 그래서 연체를 하실 경우나 고의적인 상환 회피가 있으실 경우, 향후 고객님 발생하시는 미래에셋 쪽 부분에 대한 채권 추심에 대한 권한을 부여 받고 진행이 되시면 대출 상품입니다.', '괜찮으신가요?', '예 예', '이 효력을 보유하는 과정으로는 직접 고객님께서 법무법인이나 변호사 공중 사무실을 지정해 주셔서 저희 은행 직원 파견 나가시는 분을 만나 뵙고 3자대면을 통해서 대출 약정서와 공증서를 작성하게 되구요.', '뭐 이게 좀 어려우실 경우에는 저희 은행 쪽으로 위임 처리하시는 방법도 있으시니까.', '어떻게 뭐 어떤 방법으로 진행을 도와드릴까요?', '나오는 건 언제 나오죠?', '만약에 지역이 지금 어디죠?', '울산요', '지방 같은 경우는 시간이 좀 걸려요.', '한 일주일 정도', '아 그래요', '위임 처리하시면 당일로도 가능하시고', '위임을 하면 어떻게 되요?', '위임하실 경우에는 방문이나 내방 없이 드리는 전화 받으시고 녹취를 통해서 대출 계약서랑 공증 서류를 작성하고요.', '우편으로 등기 발송 처리해드리고요', '음 입금 바로 되고요?', '그렇죠.', '당일로도 가능하시고 다만 위임 처리하실 경우에는 이제 뭐 수수료는 저희가 대신 내드리지만 위임 처리 비용이 따로 발생이 되세요', '얼마정도요?', '20만원이요', '아 그 뭐지', '그.', '이게 고정금리인가요?', '5.5% 고정 금리죠.', '아 고정금리고, 중도 상환 수수료는요?', '중도 상환 수수료는 최소 3개월 동안만 연체 없으시면, 중도 상환 수수료 안 받습니다.', '없습니다.', '아 그럼 그때 한 번 방문을 해주실래요?', '그러면은 이제 고객님께서 직접 법무 법인이랑 변호사 공증 사무실 지정하고 저희 은행 직원이 파견 나가는 걸로 해드릴까요?', '아 그거까지 해야되요?', '방문을 해달라고 하신 거 아니에요', '지금?', '아니 뭐 찾아와서 작성하고 그런 거 아니에요?', '아니에요.', '유선상으로 대출할 때는 찾아가는 거는 최하위 우선 순위 실행입니다', '음 그래요?', '예', '아 그러면은... 은행은 어디에요?', '햇살론 저축 은행입니다', '어디요?', '햇살론 저축 은행이요', '아 그러면 29일 이랬죠?', '예', '매 월 상환이 그렇죠?', '원금', '예', '그럼 뭐 바로 해야겠네.', '가가지고 시간 또 걸리고 그렇죠?', '그거는 뭐 고객님께서 결정을 해주셔야죠.', '저희가 이렇게 해라, 저렇게 해라 할 수 없습니까', '예 그럼 바로 해주세요', '바로', '위임 처리로 진행을 도와드릴까요?', '예', '위임 처리 비용 발생되시는 금액 같은 경우에는 실제 청구되시는 수수료는 아니시기 때문에, 정상 승인이나 부결 결과 받아 보시면 100% 환급처리 해드립니다.', '다만 단순 변심 의사 취소하시면 환급이 안 됩니다', '예 예', '네 네 그럼 일단 서류 접수부터 한번 진행을 해볼게요.', '사업자 등록증이 있으시죠?', '예 예', '그리고 신분증 앞 면 2가지 사진 찍어서 카톡으로 좀 보내 주시구요.', '카카오톡으로 제가 지금 메세지를 먼저 하나 보내드릴게요.', '(삐-) 고객님.', '여깄네요.', '지금 메세지 하나 보내드렸거든요?', '예', '카톡 왔나요?', '예 왔네요', '아 이쪽으로 고객님 사진 찍어서 보내주시면 되세요', '아 예', '뭐 다른 궁금하신 건 없으시고?', '아 보자 일단 사업자 등록증하고, 주민등록증.', '다른거 필요한 건 없나요?', '뭐 추가적인 접수는 없으세요', '아 뭐 통장 번호는 안 필요한가', '그거는 이제 등록하고 뭐 여쭤봐야죠?', '지금 다짜고짜 여쭤보면 어떡합니까?', '고객님 신분증도 접수도 안 해줬는데 그냥 계좌 번호만 여쭤보면 뭐합니까?', '예', '절차가 있는 거니까', '아 일단은 그래서 알겠습니다', '네 알겠습니다.', '제가 점심 시간 이후 때 쯤 다시 한번 전화 드리겠습니다', '아 바로 안되고요?', '서류 접수가 언제 가능하신데요?', '사진 찍어서 보내주면 안되요?', '바로 찍어서 보내주셔도 되는데 지금 바로 가능하세요?', '예', '예 그럼 지금 찍어서 보내주세요', '아 아 예', '사업등록증하고 주민등록증 다 찍으면 되요?', '네?', '같이 찍어도 되요?', '올려놓고?', '같이 찍어도 되냐고요?', '올려놓고?', '예', '아 예 예.', '그거 상관 없으시죠.', '여보세요', '예 예 보냅니다', '전화 좀 끊을까요?', '제가?', '아니요 아니요.', '보낼 수 있어요.', '예', '보냈거든요', '아 예.', '아 왔네요.', '지금 왔네요.', '통화 중에', '아 예', '아 잠깐만요.', '그러면은 지금 바로 그냥 진행을 도와드려 볼게요.', '울산 지금 실제 거주하시는 지역이 울산이세요?', '예', '심사자료 정리를 바로 진행 진행 도와드리겠습니다.', '실제 거주하시는 지역은 울산 남구, 사용하시는 휴대 전화 번호 통신사는 어떻게 되세요?', 'SKT요', '본인 명의세요?', '예', '심사 올라가시는 금액은 3천만 원 다 올라가시구요.', '금리는 5.5% 고정 금리에 상환 기간은 60개월 5년이고요.', '상환하시는 금액은 57만 3035원입니다.', '맞죠?', '예', '내가 상환하시면, 일단은 좀 바쁘세요?', '집중을 안 하시는 것 같아요', '아니요', '말씀하세요.', '예 말씀 드리는 거 말씀 드리는데 집중을 안 하시는 거 같다고요', '아 예', '집중하실 거예요?', '아 예 예.', '말씀하세요.', '다 들립니다', '예 예 매월 상환하시는 날짜는 일단은 며칠로 해드릴까요?', '그 보자 25일요.', '예 차후에 변동 안 되세요', '예', '대출 승인 나셨을 경우에 대출금 송금 받아 보실 수 있는 계좌 한번 부탁 드릴게요', '농협이요?', '네', '예.', '잠깐만 갑자기 생각이 안 나네.', '(삐-)', '(삐-)요?', '예', '고객님 본인명의세요?', '예 예', '수납 담당자님 계좌 번호는 바로 카카오톡으로 보내드릴거구요.', '수납 가능하신 시간은 얼마나 걸리세요?', '수납요?', '예 위임 처리 비용 수납 처리해주신다고 하셨잖아요', '아 제가 먼저 돈을 드려야 되는거에요?', '심사를 보죠.', '예 예 예.', '다 제외하고 들어오던데?', '아 그렇게는 안되구요.', '그러면은 저희가 이제 따로 수납 처리 안 받고 공증을 직접 하시는 걸로 처리를 할 테니깐요.', '사무실 좀 알아보시고 연락을 주세요', '아 돈을 그렇게 먼저 넣는거 처음인데 대출 받아면서', '원래는 먼저 넣는 거 아니에요.', '근데 위임처리하실 경우에만 먼저 받는 거예요', '아 아.', '왜냐면 솔직히 이게 보이스피싱 같기도 하고, 20만원 큰 돈도 아니겠지만, 느낌이 이상하네요', '좀.', '제가 지금까지 대출을 받은거 다 아시겠지만, 받으면은 제외하거나 빼서 들어오지.', '20만원 먼저 넣어라', '이건 아닌거 같은데요?', '그래서 말씀 드리잖아요.', '20만원 넣지 않으셔도 되고요.', '변호사 선임해주시고 연락을 주시면은 저희 직원이 파견나간다고요', '변호사까지 선임하는 대출을 누가 합니까', '그럼?', '됐습니다', '그럼 공증을 지금 저희가 해드릴 수 있는 담보물이 있어요?', '아휴 그럼 어떻게 해요.', '제가 입금 바로 쓸 수가 있는거지.', '느낌이 완전 보이스 피싱', '이상한게 아니라 지금 자격 요건이 안 되시잖아요', '돈을 먼저 넣으라는 거는 나는 좀 이해가 안되네요.']",1
"['여보세요', '안녕하세요', '고객님 김종현 대리입니다', '아네 대리님', '고객님 연락이 너무 안되셔가지고 지금', '아 네 제가 너무 바빠서요', '아 지금은 좀 연락이 이제 가능하신 건가요?', '아네네 대리님 그 남의 돈 드시니까 좋으세요?', '네 무슨말씀이시죠?', '아..제가 보니까 제게 상환이 다 안되있더라구요', '상환이 안되셨다구요?', '네네', '어디가 상환이 안되셨다는 거죠?', '아 제거 KB국민은행에 상환이 다 안되있던데요?', '고객센터에서 알아보신 건가요?', '네', '어디에 상환하신거...', '수요일에 상환하신..아닌데 잠시만요 목요일날 상환하신거 말씀하신거죠?', '네', '그게 지금 고객센터로 넘어가는게 좀 서류가 늦게 들어가서 확인이 안되실수도 있으세요', '어떻게 기록삭제가 바로되는데 확인이 안돼요?', '그쪽에서 기록삭제 하고 납부하셨잖아요', '네', '납부가 완료 되셨잖아요', '그럼 그쪽 전산망으로 이제 고객센터한테 보내야 돼요', '서류를', '그부분이 목요일날 이 수요일이 빨간날이였잖아요', '네', '그래가지고 그게 아마 밀리셔가지고 오늘까지 안되시면 아마 월요일까지 고객센터 확인이 가능하신 부분이세요', '음....', '그렇구나...', '대리님', '네', '사기치지 마시고요', '다른사람한테 피해주지 마시구요', '그러다 벌받아요', '무슨소리하시는거죠?', '지금 그 계좌 제가 신고 해놨거든요?', '네', '계좌에 돈을 다 빼가셨더라고요', '바로?']",1
"['네 여보세요?', '여보세요', '네 ㅇㅇ 맞으신가요?', '네네', '네 안녕하세요', '여기 스포츠 토토 싸이트인데요', '네', '다름이 아니구요', '사장님께서 혹시 안쓰시는 계좌가 있으시면 저희가 월 400에서 450만원까지 선지급 해드리고 임대하고있어서 연락 드렸습니다', '아 저는 토토 안하는데 어떻게 제 번호 알게 되셨죠?', '아 뭐 혹시 온라인에서 가입하신적은 없으세요?', '네 가입한적 없는데요', '아...', '돈은 만약에 하면 어떻게 받는거에요?', '저희는 그 손님들 게임머니 펀드용으로 사용하는겁니다', '아 제가 400에서 600그거', '아 그러니까 사장님께서 그 안쓰시는 통장 있으시면 400에서 450까지 선지급 해드리고 고객님께서 해주실수만 있으시면...', '혹시 무슨 사이트인지 알수 있을까요?', '스포츠 토토 사이트요', '아 그러면 생각해보고 나중에 연락 드릴게요', '네 알겠습니다', '네']",1
"['네', '네 여보세요', '뭐 어디세요?', '아 네 안녕하세요', '저희 그 하나캐피탈에서 연락을 드렸습니다', '아 그래요?', '네네네 고객님께서 이제 중개업체쪽에서 필요 자금 부분 신청하신 건 때문에 연락을 드린거구요', '지금 현재 이용중이신 고금리건 채무 러시앤캐시 산와머니 이런 고금리건 채무 이용하시는 부분들 10%이하대 전환대안대출로 좀 연락을 드렸습니다', '아 그래요?', '네네 지금 보시면 이제 신용 등급 부분하고는 관계없이 저희쪽에서 연 이자 10%이하대에 저금리 대안상품으로 바꿔드림론 이런 상품으로 정부지원상품으로 지원차 연락을 좀 드린거고 현재 이용중이신 고금리건 어디어디 이용중이시죠?', '많이 있죠', '네네 어디어디 이용중이십니까?', '너무 많아가지고', '네 대부업건 어디어디 이용중이세요?', '얼만지 제가 한번 보고 전화를 한번 드릴게요', '아 네 알겠습니다', '그 바로 연락 한번 좀 부탁드릴게요', '알겠습니다']",1
